# Study: LKA_Haptics | Participant: 10 | Condition: HapticsAdaptiveCC | Init: 20260128_174548 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
participant_id;condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;Haptic_L_Norm;Haptic_R_Norm;LkaNormEffort;CTE_Meters;B_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;LKA_Switch;SecTaskNum;SecTaskIsTarget;SecTaskPressed
10;HapticsAdaptiveCC;5;0,0;260,6377;8,9;-0,1559;0,0;0,0;0,0;0,0791;2,56;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,0139;260,6377;8,9;-0,184;0,0;0,0;0,0;0,0806;2,56;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,0278;260,6377;8,9;-0,1982;0,0;0,0;0,0;0,0821;2,55;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,0416;260,6377;8,9;-0,2011;0,0;0,0;0,0;0,0836;2,55;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,0555;260,6377;9,6;-0,2461;0,0;0,0;0,0;0,0851;2,54;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,0694;260,6377;9,6;-0,2534;0,0;0,0;0,0;0,0867;2,54;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,0833;260,3965;9,6;-0,2523;0,0;0,0;0,0;0,0882;2,53;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,0972;260,3596;9,6;-0,2041;0,0;0,0;0,0;0,0898;2,53;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,1111;260,3225;9,6;-0,1673;0,0;0,0;0,0;0,0914;2,52;1;0,0;1;4;0;0
10;HapticsAdaptiveCC;5;0,125;260,2855;9,6;-0,1601;0,0;0,0;0,0;0,093;2,52;1;0,0;1;4;0;0
