# Study: LKA_Haptics | Participant: 6 | Condition: HapticsAdaptiveCC | Init: 20260128_135515 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskIsTarget;SecTaskPressed
0,0000;260,6377;6,5000;-2,8977;0,1504;0,0000;0,0000;0,0000;0,0000;0,0000;0,1881;4,4100;1,5100;1;0,0000;0,0000;0;1;1;4;0;0
0,0139;260,6377;6,5000;-2,6931;0,1516;0,0000;0,0000;0,0000;0,0000;0,0000;0,1895;4,3600;1,6700;1;0,0000;0,0000;0;1;1;4;0;0
0,0278;260,6377;6,5000;-2,4645;0,1528;0,0000;0,0000;0,0000;0,0000;0,0000;0,1910;4,3200;1,8600;1;0,0000;0,0000;0;1;1;4;0;0
0,0416;260,6377;6,5000;-2,2510;0,1540;0,0000;0,0000;0,0000;0,0000;0,0000;0,1926;4,2800;2,0300;1;0,0000;0,0000;0;1;1;4;0;0
0,0555;260,6377;6,5000;-2,0379;0,1553;0,0000;0,0000;0,0000;0,0000;0,0000;0,1941;4,2500;2,2100;1;0,0000;0,0000;0;1;1;4;0;0
0,0694;260,6377;6,5000;-1,7961;0,1565;0,0000;0,0000;0,0000;0,0000;0,0000;0,1957;4,2200;2,4300;1;0,0000;0,0000;0;1;1;4;0;0
0,0833;260,6377;6,5000;-1,5882;0,1578;0,0000;0,0000;0,0000;0,0000;0,0000;0,1973;4,2000;2,6100;1;0,0000;0,0000;0;1;1;4;0;0
0,0972;260,6377;6,5000;-1,3964;0,1591;0,0000;0,0000;0,0000;0,0000;0,0000;0,1989;4,1700;2,7800;1;0,0000;0,0000;0;1;1;4;0;0
0,1111;260,6377;6,5000;-1,2943;0,1604;0,0000;0,0000;0,0000;0,0000;0,0000;0,2005;4,1500;2,8600;1;0,0000;0,0000;0;1;1;4;0;0
0,1250;260,3970;6,5000;-1,2741;0,1617;0,0000;0,0000;0,0000;0,0000;0,0000;0,2021;4,1300;2,8600;1;0,0000;0,0000;0;1;1;4;0;0
0,1389;260,3719;6,5000;-1,3030;0,1630;0,0000;0,0000;0,0000;0,0000;0,0000;0,2037;4,1100;2,8100;1;0,0000;0,0000;0;1;1;4;0;0
0,1528;260,3469;6,5000;-1,3026;0,1642;0,0000;0,0000;0,0000;0,0000;0,0000;0,2053;4,0900;2,7800;1;0,0000;0,0000;0;1;1;4;0;0
0,1666;260,3219;6,5000;-1,3181;0,1655;0,0000;0,0000;0,0000;0,0000;0,0000;0,2069;4,0700;2,7500;1;0,0000;0,0000;0;1;1;4;0;0
0,1805;260,2969;6,5000;-1,3191;0,1668;0,0000;0,0000;0,0000;0,0000;0,0000;0,2084;4,0400;2,7300;1;0,0000;0,0000;0;1;1;4;0;0
0,1944;260,2718;6,5000;-1,3193;0,1680;0,0000;0,0000;0,0000;0,0000;0,0000;0,2100;4,0200;2,7000;1;0,0000;0,0000;0;1;1;4;0;0
0,2083;260,2468;6,5000;-1,3205;0,1692;0,0000;0,0000;0,0000;0,0000;0,0000;0,2115;4,0000;2,6800;1;0,0000;0,0000;0;1;1;4;0;0
0,2222;260,2217;6,5000;-1,4217;0,1705;0,0000;0,0000;0,0000;0,0000;0,0000;0,2131;3,9800;2,5600;1;0,0000;0,0000;0;1;1;4;0;0
0,2361;260,1967;6,5000;-1,5472;0,1717;0,0000;0,0000;0,0000;0,0000;0,0000;0,2146;3,9500;2,4100;1;0,0000;0,0000;0;1;1;4;0;0
0,2500;260,1814;6,5000;-1,6236;0,1728;0,0000;0,0000;0,0000;0,0000;0,0000;0,2160;3,9300;2,3000;1;0,0000;0,0000;0;1;1;4;0;0
0,2639;260,1814;6,5000;-1,7010;0,1740;0,0000;0,0000;0,0000;0,0000;0,0000;0,2175;3,9000;2,2000;1;0,0000;0,0000;0;1;1;4;0;0
0,2778;260,1814;6,5000;-1,7167;0,1751;0,0000;0,0000;0,0000;0,0000;0,0000;0,2189;3,8700;2,1500;1;0,0000;0,0000;0;1;1;4;0;0
0,2916;260,1814;6,5000;-1,7453;0,1762;0,0000;0,0000;0,0000;0,0000;0,0000;0,2203;3,8400;2,0900;1;0,0000;0,0000;0;1;1;4;0;0
0,3055;260,1814;6,5000;-1,8019;0,1774;0,0000;0,0000;0,0000;0,0000;0,0000;0,2217;3,8100;2,0100;1;0,0000;0,0000;0;1;1;4;0;0
0,3194;260,1814;6,5000;-1,8468;0,1784;0,0000;0,0000;0,0000;0,0000;0,0000;0,2231;3,7800;1,9300;1;0,0000;0,0000;0;1;1;4;0;0
0,3333;260,1814;6,5000;-1,8655;0,1795;0,0000;0,0000;0,0000;0,0000;0,0000;0,2244;3,7500;1,8800;1;0,0000;0,0000;0;1;1;4;0;0
0,3472;260,1814;6,5000;-1,8929;0,1806;0,0000;0,0000;0,0000;0,0000;0,0000;0,2257;3,7200;1,8300;1;0,0000;0,0000;0;1;1;4;0;0
0,3611;260,1814;6,5000;-1,9172;0,1816;0,0000;0,0000;0,0000;0,0000;0,0000;0,2271;3,6900;1,7700;1;0,0000;0,0000;0;1;1;4;0;0
0,3750;259,9463;6,5000;-1,9447;0,1827;0,0000;0,0000;0,0000;0,0000;0,0000;0,2284;3,6500;1,7100;1;0,0000;0,0000;0;1;1;4;0;0
0,3889;259,9213;6,5000;-1,9812;0,1837;0,0000;0,0000;0,0000;0,0000;0,0000;0,2296;3,6200;1,6400;1;0,0000;0,0000;0;1;1;4;0;0
0,4028;259,8962;6,5000;-1,9909;0,1847;0,0000;0,0000;0,0000;0,0000;0,0000;0,2309;3,5900;1,6000;1;0,0000;0,0000;0;1;1;4;0;0
