# Study: LKA_Haptics | Participant: 10 | Condition: HapticsFixedCC | Init: 20260128_172131 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskIsTarget;SecTaskPressed
0,0000;260,6377;6,1000;0,3061;-0,0111;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0139;-0,3400;-0,0300;1;0,0000;0,0000;0;1;1;3;0;0
0,0139;260,6377;6,1000;0,3994;-0,0112;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0140;-0,3300;0,0600;1;0,0000;0,0000;0;1;1;3;0;0
0,0278;260,6377;6,1000;0,4495;-0,0112;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0140;-0,3300;0,1200;1;0,0000;0,0000;0;1;1;3;0;0
0,0417;260,6377;6,1000;0,4997;-0,0112;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0140;-0,3200;0,1800;1;0,0000;0,0000;0;1;1;3;0;0
0,0556;260,6377;6,1000;0,5506;-0,0113;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0141;-0,3100;0,2400;1;0,0000;0,0000;0;1;1;3;0;0
0,0695;260,6377;6,1000;0,6141;-0,0113;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0141;-0,3000;0,3100;1;0,0000;0,0000;0;1;1;3;0;0
0,0833;260,6377;6,1000;0,6715;-0,0113;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0141;-0,2900;0,3800;1;0,0000;0,0000;0;1;1;3;0;0
0,0972;260,6377;6,1000;0,7399;-0,0113;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0141;-0,2800;0,4600;1;0,0000;0,0000;0;1;1;3;0;0
0,1111;260,3919;6,1000;0,7969;-0,0112;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0140;-0,2600;0,5300;1;0,0000;0,0000;0;1;1;3;0;0
0,1250;260,3684;6,1000;0,8497;-0,0112;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0140;-0,2500;0,6000;1;0,0000;0,0000;0;1;1;3;0;0
0,1389;260,3448;6,1000;0,8923;-0,0111;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0139;-0,2300;0,6600;1;0,0000;0,0000;0;1;1;3;0;0
0,1528;260,3213;6,1000;0,9250;-0,0111;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0139;-0,2200;0,7000;1;0,0000;0,0000;0;1;1;3;0;0
0,1667;260,2978;6,1000;0,9567;-0,0110;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0138;-0,2000;0,7500;1;0,0000;0,0000;0;1;1;3;0;0
0,1806;260,2743;6,1000;1,0018;-0,0109;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0137;-0,1900;0,8100;1;0,0000;0,0000;0;1;1;3;0;0
0,1945;260,2507;6,1000;1,0390;-0,0109;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0136;-0,1700;0,8700;1;0,0000;0,0000;0;1;1;3;0;0
0,2083;260,2272;6,1000;1,0464;-0,0108;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0134;-0,1500;0,8900;1;0,0000;0,0000;0;1;1;3;0;0
0,2222;260,2036;6,1000;1,0812;-0,0107;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0133;-0,1400;0,9400;1;0,0000;0,0000;0;1;1;3;0;0
0,2361;260,1814;6,1000;1,0937;-0,0105;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0132;-0,1200;0,9700;1;0,0000;0,0000;0;1;1;3;0;0
0,2500;260,1814;6,1000;1,0957;-0,0104;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0130;-0,1000;0,9900;1;0,0000;0,0000;0;1;1;3;0;0
0,2639;260,1814;6,1000;1,0880;-0,0103;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0129;-0,0800;1,0000;1;0,0000;0,0000;0;1;1;3;0;0
0,2778;260,1814;6,1000;1,0723;-0,0102;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0127;-0,0700;1,0100;1;0,0000;0,0000;0;1;1;3;0;0
0,2917;260,1814;6,1000;1,0529;-0,0100;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0125;-0,0500;1,0000;1;0,0000;0,0000;0;1;1;3;0;0
0,3056;260,1814;6,1000;1,0335;-0,0099;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0124;-0,0300;1,0000;1;0,0000;0,0000;0;1;1;3;0;0
0,3195;260,1814;6,1000;1,0296;-0,0098;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0122;0,0000;1,0100;1;0,0000;0,0000;0;1;1;3;0;0
0,3333;260,1814;6,1000;0,9865;-0,0096;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0120;0,0000;0,9900;1;0,0000;0,0000;0;1;1;3;0;0
0,3472;260,1814;6,1000;0,9497;-0,0095;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0119;0,0000;0,9600;1;0,0000;0,0000;0;1;1;3;0;0
0,3611;260,1814;6,1000;0,9034;-0,0094;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0117;0,0300;0,9300;1;0,0000;0,0000;0;1;1;3;0;0
0,3750;259,9447;6,1000;0,8722;-0,0092;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0115;0,0400;0,9200;1;0,0000;0,0000;0;1;1;3;0;0
0,3889;259,9212;6,1000;0,8329;-0,0091;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0114;0,0600;0,8900;1;0,0000;0,0000;0;1;1;3;0;0
0,4028;259,8977;6,1000;0,8248;-0,0090;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0112;0,0700;0,9000;1;0,0000;0,0000;0;1;1;3;0;0
0,4167;259,8741;6,3000;0,7938;-0,0088;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0110;0,0800;0,8800;1;0,0000;0,0000;0;1;1;3;0;0
0,4306;259,8498;6,3000;0,7426;-0,0087;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0109;0,0900;0,8400;1;0,0000;0,0000;0;1;1;3;0;0
0,4445;259,8255;6,3000;0,7143;-0,0085;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0107;0,1100;0,8200;1;0,0000;0,0000;0;1;1;3;0;0
0,4583;259,8012;6,3000;0,6892;-0,0084;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0105;0,1200;0,8100;1;0,0000;0,0000;0;1;1;3;0;0
0,4722;259,7769;6,3000;0,6653;-0,0083;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0104;0,1300;0,8000;1;0,0000;0,0000;0;1;1;3;0;0
0,4861;259,7526;6,3000;0,6474;-0,0081;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0102;0,1400;0,7900;1;0,0000;0,0000;0;1;1;3;0;0
0,5000;259,7283;6,3000;0,6360;-0,0080;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0100;0,1500;0,7900;1;0,0000;0,0000;0;1;1;3;0;0
0,5139;259,7258;6,3000;0,6220;-0,0078;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0098;0,1600;0,7900;1;0,0000;0,0000;0;1;1;3;0;0
0,5278;259,7258;6,3000;0,6192;-0,0077;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0096;0,1700;0,7900;1;0,0000;0,0000;0;1;1;3;0;0
0,5417;259,7258;6,3000;0,5934;-0,0075;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0094;0,1800;0,7800;1;0,0000;0,0000;0;1;1;3;0;0
0,5556;259,7258;6,3000;0,5781;-0,0074;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0092;0,1900;0,7700;1;0,0000;0,0000;0;1;1;3;0;0
0,5695;259,7258;6,3000;0,5699;-0,0072;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0090;0,2000;0,7700;1;0,0000;0,0000;0;1;1;3;0;0
0,5833;259,7258;6,3000;0,5676;-0,0071;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0089;0,2100;0,7800;1;0,0000;0,0000;0;1;1;3;0;0
0,5972;259,7258;6,3000;0,5651;-0,0069;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0087;0,2200;0,7800;1;0,0000;0,0000;0;1;1;3;0;0
0,6111;259,7258;6,3000;0,5601;-0,0068;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0085;0,2300;0,7900;1;0,0000;0,0000;0;1;1;3;0;0
0,6250;259,7258;6,3000;0,5499;-0,0066;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0083;0,2400;0,7900;1;0,0000;0,0000;0;1;1;3;0;0
0,6389;259,4852;6,3000;0,5480;-0,0065;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0081;0,2400;0,7900;1;0,0000;0,0000;0;1;1;3;0;0
0,6528;259,4609;6,3000;0,5065;-0,0063;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0079;0,2500;0,7600;1;0,0000;0,0000;0;1;1;3;0;0
0,6667;259,4366;6,3000;0,4808;-0,0062;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0077;0,2600;0,7400;1;0,0000;0,0000;0;1;1;3;0;0
0,6806;259,4123;6,3000;0,4573;-0,0060;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0075;0,2700;0,7200;1;0,0000;0,0000;0;1;1;3;0;0
