# Study: LKA_Haptics | Participant: 5 | Condition: HapticsAdaptiveCC | Init: 20260128_110507 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskPressed 
100,8750;319,4171;11,9000;0,7992;0,6837;0,0000;1,0000;0,0000;0,4728;0,0000;0,8546;1,7000;2,5000;1;0,0000;0,0000;0;0;1;1;0
100,8889;319,4171;11,7000;0,5592;0,6849;0,0000;1,0000;0,0000;0,4749;0,0000;0,8562;1,7100;2,2700;1;0,0000;0,0000;0;0;1;1;0
100,9028;319,4171;11,7000;0,4062;0,6861;0,0000;1,0000;0,0000;0,4769;0,0000;0,8576;1,7300;2,1300;1;0,0000;0,0000;0;0;1;1;0
100,9167;319,4171;11,7000;0,2346;0,6872;0,0000;1,0000;0,0000;0,4787;0,0000;0,8591;1,7300;1,9700;1;0,0000;0,0000;0;0;1;1;0
100,9306;319,1507;11,7000;0,0540;0,6884;0,0000;1,0000;0,0000;0,4806;0,0000;0,8604;1,7300;1,7900;1;0,0000;0,0000;0;0;1;1;0
100,9445;319,1056;11,7000;-0,0999;0,6894;0,0000;1,0000;0,0000;0,4823;0,0000;0,8618;1,7300;1,6300;1;0,0000;0,0000;0;0;1;1;0
100,9584;319,0604;11,7000;-0,2414;0,6904;0,0000;1,0000;0,0000;0,4841;0,0000;0,8630;1,7200;1,4800;1;0,0000;0,0000;0;0;1;1;0
100,9723;319,0153;11,7000;-0,4161;0,6914;0,0000;1,0000;0,0000;0,4857;0,0000;0,8643;1,7100;1,2900;1;0,0000;0,0000;0;0;1;1;0
100,9861;318,9702;11,7000;-0,5797;0,6923;0,0000;1,0000;0,0000;0,4872;0,0000;0,8654;1,6900;1,1100;1;0,0000;0,0000;0;0;1;1;0
101,0000;318,9607;11,7000;-0,7223;0,6932;0,0000;1,0000;0,0000;0,4887;0,0000;0,8665;1,6700;0,9500;1;0,0000;0,0000;0;0;1;1;0
101,0139;318,9607;11,7000;-0,9131;0,6940;0,0000;1,0000;0,0000;0,4901;0,0000;0,8676;1,6400;0,7300;1;0,0000;0,0000;0;0;1;1;0
101,0278;318,9607;11,7000;-1,0475;0,6948;0,0000;1,0000;0,0000;0,4914;0,0000;0,8685;1,6100;0,5600;1;0,0000;0,0000;0;0;1;1;0
101,0417;318,9607;11,7000;-1,1920;0,6955;0,0000;1,0000;0,0000;0,4926;0,0000;0,8694;1,5800;0,3800;1;0,0000;0,0000;0;0;1;1;0
101,0556;318,9607;11,7000;-1,3243;0,6962;0,0000;1,0000;0,0000;0,4936;0,0000;0,8702;1,5400;0,2100;1;0,0000;0,0000;0;0;1;1;0
101,0695;318,6993;11,7000;-1,4065;0,6968;0,0000;1,0000;0,0000;0,4947;0,0000;0,8710;1,4900;0,0900;1;0,0000;0,0000;0;0;1;1;0
101,0834;318,6542;11,7000;-1,4951;0,6974;0,0000;1,0000;0,0000;0,4957;0,0000;0,8717;1,4500;-0,0400;1;0,0000;0,0000;0;0;1;1;0
101,0973;318,6091;11,7000;-1,5620;0,6979;0,0000;1,0000;0,0000;0,4965;0,0000;0,8724;1,4000;-0,1600;1;0,0000;0,0000;0;0;1;1;0
101,1111;318,5639;11,7000;-1,6744;0,6984;0,0000;1,0000;0,0000;0,4973;0,0000;0,8730;1,3500;-0,3200;1;0,0000;0,0000;0;0;1;1;0
101,1250;318,5188;11,7000;-1,7522;0,6988;0,0000;1,0000;0,0000;0,4981;0,0000;0,8735;1,3000;-0,4500;1;0,0000;0,0000;0;0;1;1;0
101,1389;318,5055;11,7000;-1,7881;0,6992;0,0000;1,0000;0,0000;0,4987;0,0000;0,8740;1,2500;-0,5400;1;0,0000;0,0000;0;0;1;1;0
101,1528;318,5055;11,7000;-1,8153;0,6996;0,0000;1,0000;0,0000;0,4993;0,0000;0,8745;1,1900;-0,6200;1;0,0000;0,0000;0;0;1;1;0
101,1667;318,5055;11,7000;-1,9067;0,6999;0,0000;1,0000;0,0000;0,4998;0,0000;0,8748;1,1300;-0,7700;1;0,0000;0,0000;0;0;1;1;0
101,1806;318,5055;11,7000;-1,9527;0,7001;0,0000;1,0000;0,0000;0,5002;0,0000;0,8751;1,0800;-0,8800;1;0,0000;0,0000;0;0;1;1;0
101,1945;318,5055;11,7000;-1,9997;0,7003;0,0000;1,0000;0,0000;0,5005;0,0000;0,8754;1,0200;-0,9800;1;0,0000;0,0000;0;0;1;1;0
101,2084;318,2480;11,7000;-2,0599;0,7004;0,0000;1,0000;0,0000;0,5007;0,0000;0,8755;0,9500;-1,1100;1;0,0000;0,0000;0;0;1;1;0
101,2223;318,2028;11,7000;-2,0844;0,7005;0,0000;1,0000;0,0000;0,5009;0,0000;0,8756;0,8900;-1,1900;1;0,0000;0,0000;0;0;1;1;0
101,2361;318,1577;11,7000;-2,1030;0,7006;0,0000;1,0000;0,0000;0,5010;0,0000;0,8757;0,8300;-1,2800;1;0,0000;0,0000;0;0;1;1;0
101,2500;318,1125;11,7000;-2,1316;0,7006;0,0000;1,0000;0,0000;0,5010;0,0000;0,8757;0,7600;-1,3700;1;0,0000;0,0000;0;0;1;1;0
101,2639;318,0674;11,7000;-2,1449;0,7006;0,0000;1,0000;0,0000;0,5009;0,0000;0,8757;0,7000;-1,4400;1;0,0000;0,0000;0;0;1;4;0
101,2778;318,0499;11,7000;-2,1788;0,7005;0,0000;1,0000;0,0000;0,5008;0,0000;0,8756;0,6300;-1,5400;1;0,0000;0,0000;0;0;1;4;0
101,2917;318,0499;11,7000;-2,2011;0,7004;0,0000;1,0000;0,0000;0,5006;0,0000;0,8755;0,5700;-1,6300;1;0,0000;0,0000;0;0;1;4;0
101,3056;318,0499;11,7000;-2,2222;0,7002;0,0000;1,0000;0,0000;0,5003;0,0000;0,8752;0,5000;-1,7200;1;0,0000;0,0000;0;0;1;4;0
101,3195;318,0499;11,7000;-2,2644;0,7000;0,0000;1,0000;0,0000;0,4999;0,0000;0,8750;0,4400;-1,8300;1;0,0000;0,0000;0;0;1;4;0
101,3334;318,0499;11,7000;-2,3094;0,6997;0,0000;1,0000;0,0000;0,4995;0,0000;0,8746;0,3700;-1,9400;1;0,0000;0,0000;0;0;1;4;0
101,3473;317,7965;11,7000;-2,3772;0,6993;0,0000;1,0000;0,0000;0,4989;0,0000;0,8742;0,3000;-2,0800;1;0,0000;0,0000;0;0;1;4;0
101,3611;317,7514;11,7000;-2,4886;0,6989;0,0000;1,0000;0,0000;0,4982;0,0000;0,8737;0,2200;-2,2700;1;0,0000;0,0000;0;0;1;4;0
101,3750;317,7062;11,7000;-2,5840;0,6985;0,0000;1,0000;0,0000;0,4974;0,0000;0,8731;0,1400;-2,4400;1;0,0000;0,0000;0;0;1;4;0
101,3889;317,6611;11,9000;-2,7389;0,6979;0,0000;1,0000;0,0000;0,4965;0,0000;0,8723;0,0600;-2,6800;1;0,0000;0,0000;0;0;1;4;0
101,4028;317,6152;11,9000;-2,8508;0,6972;0,0000;1,0000;0,0000;0,4953;0,0000;0,8715;-0,0200;-2,8800;1;0,0000;0,0000;0;0;1;4;0
101,4167;317,5936;11,9000;-2,9623;0,6965;0,0000;1,0000;0,0000;0,4941;0,0000;0,8706;-0,1200;-3,0800;1;0,0000;0,0000;0;0;1;4;0
101,4306;317,5936;11,9000;-3,0910;0,6956;0,0000;1,0000;0,0000;0,4927;0,0000;0,8695;-0,2100;-3,3000;1;0,0000;0,0000;0;0;1;4;0
101,4445;317,5936;11,9000;-3,2237;0,6947;0,0000;1,0000;0,0000;0,4912;0,0000;0,8684;-0,3100;-3,5300;1;0,0000;0,0000;0;0;1;4;0
101,4584;317,5936;11,9000;-3,3516;0,6937;0,0000;1,0000;0,0000;0,4895;0,0000;0,8671;-0,4100;-3,7600;1;0,0000;0,0000;0;0;1;4;0
101,4723;317,5936;11,9000;-3,4607;0,6926;0,0000;1,0000;0,0000;0,4876;0,0000;0,8657;-0,5200;-3,9800;1;0,0000;0,0000;0;0;1;4;0
101,4861;317,3398;11,9000;-3,4778;0,6914;0,0000;1,0000;0,0000;0,4856;0,0000;0,8642;-0,6200;-4,1000;1;0,0000;0,0000;0;0;1;4;0
101,5000;317,2939;11,9000;-3,4909;0,6901;0,0000;1,0000;0,0000;0,4835;0,0000;0,8626;-0,7300;-4,2200;1;0,0000;0,0000;0;0;1;4;0
