# Study: LKA_Haptics | Participant: 5 | Condition: HapticsFixedCW | Init: 20260128_103803 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskPressed
0,3889;278,6211;4,9000;3,1437;-0,1004;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1255;1,3100;4,4500;1;0,0007;0,0000;0;1;1;4;0
0,4028;278,8654;4,9000;3,1534;-0,0997;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1247;1,3500;4,5000;1;0,0014;0,0000;0;1;1;4;0
0,4167;278,8654;4,9000;3,1660;-0,0991;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1238;1,3900;4,5600;1;0,0014;0,0000;0;1;1;4;0
0,4306;278,8654;4,9000;3,1687;-0,0984;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1230;1,4300;4,6000;1;0,0014;0,0000;0;1;1;4;0
0,4444;278,8654;4,9000;3,1749;-0,0977;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1221;1,4700;4,6500;1;0,0014;0,0000;0;1;1;4;0
0,4583;278,8654;4,9000;3,1781;-0,0970;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1212;1,5100;4,6900;1;0,0014;0,0000;0;1;1;4;0
0,4722;278,8654;4,9000;3,1731;-0,0962;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1203;1,5500;4,7300;1;0,0014;0,0000;0;1;1;4;0
0,4861;278,8654;4,9000;3,0933;-0,0955;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1194;1,5900;4,6900;1;0,0014;0,0000;0;1;1;4;0
0,5000;278,8654;4,9000;3,0773;-0,0948;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1185;1,6300;4,7100;1;0,0014;0,0000;0;1;1;4;0
0,5139;278,8654;4,5000;2,9698;-0,0941;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1176;1,6700;4,6400;1;0,0014;0,0000;0;1;1;4;0
0,5278;278,8654;4,5000;2,8689;-0,0934;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1168;1,7000;4,5700;1;0,0014;0,0000;0;1;1;4;0
0,5417;278,8654;4,5000;2,7559;-0,0927;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1159;1,7300;4,4900;1;0,0014;0,0000;0;1;1;4;0
0,5556;278,8654;4,5000;2,6068;-0,0921;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1151;1,7600;4,3700;1;0,0014;0,0000;0;1;1;4;0
0,5694;278,8654;4,5000;2,4250;-0,0914;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1143;1,7900;4,2200;1;0,0014;0,0000;0;1;1;4;0
0,5833;278,8778;4,5000;2,2133;-0,0908;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1135;1,8200;4,0300;1;0,0014;0,0000;0;1;1;4;0
0,5972;278,8952;4,5000;1,9556;-0,0902;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1127;1,8400;3,8000;1;0,0013;0,0000;0;1;1;4;0
0,6111;278,9125;4,5000;1,9448;-0,0896;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1119;1,8600;3,8100;1;0,0013;0,0000;0;1;1;4;0
0,6250;278,9298;4,5000;1,8611;-0,0889;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1112;1,8900;3,7500;1;0,0012;0,0000;0;1;1;4;0
0,6389;278,9472;4,5000;1,7459;-0,0883;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1104;1,9100;3,6500;1;0,0012;0,0000;0;1;1;4;0
0,6528;278,9645;4,5000;1,6262;-0,0877;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1096;1,9300;3,5500;1;0,0011;0,0000;0;1;1;4;0
0,6667;278,9819;4,5000;1,5799;-0,0871;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1089;1,9500;3,5300;1;0,0011;0,0000;0;1;1;4;0
0,6806;278,9992;4,5000;1,5347;-0,0865;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1081;1,9600;3,5000;1;0,0010;0,0000;0;1;1;4;0
0,6944;279,0166;4,5000;1,4940;-0,0859;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1073;1,9800;3,4800;1;0,0010;0,0000;0;1;1;4;0
0,7083;279,0339;4,5000;1,4365;-0,0852;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1065;2,0000;3,4300;1;0,0010;0,0000;0;1;1;4;0
0,7222;279,0513;4,5000;1,3883;-0,0846;0,0000;0,0000;0,0000;0,0000;0,0000;-0,1058;2,0100;3,4000;1;0,0009;0,0000;0;1;1;4;0
