# Study: LKA_Haptics | Participant: 14 | Condition: BaselineCW | Init: 20260129_133429 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskIsTarget;SecTaskPressed
0,0000;278,0702;5,9000;2,8634;0,1006;0,0000;0,0000;0,0000;0,0000;0,0000;0,1258;4,2700;7,1400;1;0,0001;0,0000;0;1;1;0;0;0
0,0139;278,0929;5,9000;2,8752;0,1023;0,0000;0,0000;0,0000;0,0000;0,0000;0,1279;4,3200;7,1900;1;0,0001;0,0000;0;1;1;0;0;0
0,0278;278,1155;5,9000;2,8882;0,1040;0,0000;0,0000;0,0000;0,0000;0,0000;0,1300;4,3600;7,2500;1;0,0001;0,0000;0;1;1;0;0;0
0,0417;278,1382;5,9000;2,8974;0,1058;0,0000;0,0000;0,0000;0,0000;0,0000;0,1322;4,4100;7,3100;1;0,0001;0,0000;0;1;1;0;0;0
0,0556;278,1608;5,9000;2,9029;0,1075;0,0000;0,0000;0,0000;0,0000;0,0000;0,1344;4,4500;7,3500;1;0,0001;0,0000;0;1;1;0;0;0
0,0695;278,4088;5,9000;2,9013;0,1093;0,0000;0,0000;0,0000;0,0000;0,0000;0,1366;4,5000;7,4000;1;0,0000;0,0000;0;1;1;0;0;0
0,0834;278,4088;5,9000;2,8928;0,1111;0,0000;0,0000;0,0000;0,0000;0,0000;0,1388;4,5400;7,4300;1;0,0000;0,0000;0;1;1;0;0;0
0,0972;278,4088;5,9000;2,8818;0,1129;0,0000;0,0000;0,0000;0,0000;0,0000;0,1411;4,5900;7,4700;1;0,0000;0,0000;0;1;1;0;0;0
0,1111;278,4088;5,9000;2,8736;0,1147;0,0000;0,0000;0,0000;0,0000;0,0000;0,1433;4,6300;7,5000;1;0,0000;0,0000;0;1;1;0;0;0
0,1250;278,4088;5,9000;2,8708;0,1165;0,0000;0,0000;0,0000;0,0000;0,0000;0,1456;4,6700;7,5400;1;0,0000;0,0000;0;1;1;0;0;0
0,1389;278,4088;5,9000;2,8730;0,1183;0,0000;0,0000;0,0000;0,0000;0,0000;0,1479;4,7200;7,5900;1;0,0000;0,0000;0;1;1;0;0;0
0,1528;278,4088;5,9000;2,8815;0,1202;0,0000;0,0000;0,0000;0,0000;0,0000;0,1502;4,7600;7,6400;1;0,0000;0,0000;0;1;1;0;0;0
0,1667;278,4088;6,6000;2,8910;0,1221;0,0000;0,0000;0,0000;0,0000;0,0000;0,1526;4,8100;7,7000;1;0,0000;0,0000;0;1;1;0;0;0
0,1806;278,4088;6,6000;2,8962;0,1242;0,0000;0,0000;0,0000;0,0000;0,0000;0,1552;4,8600;7,7600;1;0,0000;0,0000;0;1;1;0;0;0
0,1945;278,4088;6,6000;2,8976;0,1263;0,0000;0,0000;0,0000;0,0000;0,0000;0,1579;4,9100;7,8100;1;0,0000;0,0000;0;1;1;0;0;0
0,2084;278,4180;6,6000;2,8990;0,1285;0,0000;0,0000;0,0000;0,0000;0,0000;0,1606;4,9600;7,8600;1;0,0001;0,0000;0;1;1;0;0;0
0,2222;278,4434;6,6000;2,9007;0,1306;0,0000;0,0000;0,0000;0,0000;0,0000;0,1633;5,0100;7,9100;1;0,0001;0,0000;0;1;1;0;0;0
