participant_id;trial_condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskIsTarget;SecTaskPressed
8;HapticsAdaptive;1;0,0000;260,6377;6,7000;1,4467;0,0535;0,0000;0,0000;0,0000;0,0000;0,0000;0,0669;2,0200;3,4600;1;0,0000;0,0000;0;1;1;-1;0;0
8;HapticsAdaptive;1;0,0139;260,6377;6,7000;1,4855;0,0545;0,0000;0,0000;0,0000;0,0000;0,0000;0,0681;2,0400;3,5300;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,0278;260,6377;6,7000;1,4932;0,0554;0,0000;0,0000;0,0000;0,0000;0,0000;0,0693;2,0700;3,5600;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,0417;260,6377;6,7000;1,6087;0,0564;0,0000;0,0000;0,0000;0,0000;0,0000;0,0705;2,1000;3,7100;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,0555;260,6377;6,7000;1,6629;0,0574;0,0000;0,0000;0,0000;0,0000;0,0000;0,0718;2,1300;3,7900;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,0694;260,6377;6,7000;1,6765;0,0585;0,0000;0,0000;0,0000;0,0000;0,0000;0,0731;2,1600;3,8300;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,0833;260,6377;6,7000;1,6768;0,0595;0,0000;0,0000;0,0000;0,0000;0,0000;0,0744;2,1900;3,8600;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,0972;260,6377;6,7000;1,6649;0,0605;0,0000;0,0000;0,0000;0,0000;0,0000;0,0757;2,2200;3,8800;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,1111;260,3954;6,7000;1,6348;0,0616;0,0000;0,0000;0,0000;0,0000;0,0000;0,0770;2,2400;3,8800;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,1250;260,3696;6,7000;1,5808;0,0626;0,0000;0,0000;0,0000;0,0000;0,0000;0,0783;2,2700;3,8500;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,1389;260,3438;6,7000;1,5700;0,0637;0,0000;0,0000;0,0000;0,0000;0,0000;0,0796;2,3000;3,8700;1;0,0000;0,0000;0;1;1;4;0;0
8;HapticsAdaptive;1;0,1528;260,3179;6,7000;1,4331;0,0647;0,0000;0,0000;0,0000;0,0000;0,0000;0,0809;2,3300;3,7600;1;0,0000;0,0000;0;1;1;4;0;0
