participant_id;trial_condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskPressed;SecTaskIsTarget
6;HapticsFixed;1;0,0000;278,0854;6,9000;1,1206;-0,0556;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0695;-1,8100;-0,6800;1;0,0001;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,0139;278,1120;6,9000;1,1449;-0,0561;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0702;-1,7900;-0,6400;1;0,0001;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,0278;278,1386;6,9000;1,2260;-0,0566;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0708;-1,7600;-0,5400;1;0,0001;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,0416;278,1652;6,9000;1,2612;-0,0571;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0714;-1,7400;-0,4800;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,0555;278,4088;6,9000;1,3659;-0,0576;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0720;-1,7200;-0,3500;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,0694;278,4088;6,9000;1,4041;-0,0580;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0725;-1,6900;-0,2900;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,0833;278,4088;6,9000;1,4387;-0,0584;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0731;-1,6600;-0,2200;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,0972;278,4088;6,9000;1,4701;-0,0588;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0735;-1,6400;-0,1700;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,1111;278,4088;6,9000;1,5038;-0,0592;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0741;-1,6100;-0,1000;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,1250;278,4088;6,9000;1,5103;-0,0596;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0745;-1,5800;-0,0700;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,1389;278,4088;6,9000;1,5396;-0,0600;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0750;-1,5500;0,0000;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,1528;278,4088;6,9000;1,6359;-0,0603;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0754;-1,5300;0,1100;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,1666;278,4088;6,9000;1,7007;-0,0607;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0758;-1,4900;0,2100;1;0,0000;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,1805;278,4314;6,9000;1,7624;-0,0610;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0762;-1,4600;0,3000;1;0,0001;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,1944;278,4580;6,9000;1,8297;-0,0613;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0766;-1,4300;0,4000;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,2083;278,4846;6,9000;1,8432;-0,0615;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0769;-1,4000;0,4500;1;0,0003;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,2222;278,5112;6,9000;1,9031;-0,0618;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0772;-1,3600;0,5400;1;0,0003;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,2361;278,5378;6,9000;1,9675;-0,0620;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0775;-1,3300;0,6400;1;0,0004;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,2500;278,5645;6,9000;2,0945;-0,0622;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0777;-1,2900;0,8000;1;0,0005;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,2639;278,5911;6,9000;2,1783;-0,0624;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0779;-1,2500;0,9300;1;0,0006;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,2778;278,6177;6,9000;2,2759;-0,0625;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0781;-1,2100;1,0700;1;0,0007;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,2916;278,8654;6,9000;2,3583;-0,0626;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0783;-1,1700;1,1900;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,3055;278,8654;6,9000;2,4451;-0,0627;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0784;-1,1200;1,3200;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,3194;278,8654;6,9000;2,5577;-0,0628;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0784;-1,0800;1,4800;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,3333;278,8654;6,9000;2,5802;-0,0628;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0785;-1,0300;1,5500;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,3472;278,8654;6,9000;2,6505;-0,0628;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0785;-0,9800;1,6700;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,3611;278,8654;7,1000;2,7403;-0,0628;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0784;-0,9300;1,8100;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,3750;278,8654;7,1000;2,8371;-0,0627;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0784;-0,8800;1,9600;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,3889;278,8654;7,1000;2,8749;-0,0626;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0783;-0,8300;2,0500;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,4028;278,8654;7,1000;2,9063;-0,0625;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0781;-0,7700;2,1300;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,4166;278,8870;7,1000;2,9150;-0,0624;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0780;-0,7200;2,1900;1;0,0014;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,4305;278,9144;7,1000;2,9165;-0,0622;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0778;-0,6700;2,2500;1;0,0013;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,4444;278,9418;7,1000;2,9166;-0,0620;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0776;-0,6100;2,3000;1;0,0012;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,4583;278,9692;7,1000;2,9021;-0,0618;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0773;-0,5600;2,3400;1;0,0011;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,4722;278,9966;7,1000;2,7919;-0,0616;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0771;-0,5100;2,2800;1;0,0011;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,4861;279,0240;7,1000;2,6517;-0,0615;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0768;-0,4600;2,1900;1;0,0010;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,5000;279,0514;7,1000;2,5243;-0,0613;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0766;-0,4100;2,1100;1;0,0009;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,5139;279,0788;7,1000;2,4988;-0,0611;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0763;-0,3700;2,1300;1;0,0008;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,5278;279,3112;7,1000;2,3445;-0,0609;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0761;-0,3200;2,0200;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,5416;279,3112;7,1000;2,1401;-0,0607;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0758;-0,2800;1,8600;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,5555;279,3112;7,1000;2,0992;-0,0605;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0756;-0,2400;1,8600;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,5694;279,3112;8,1000;1,8609;-0,0603;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0753;-0,2000;1,6600;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,5833;279,3112;8,1000;1,5268;-0,0601;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0751;-0,1700;1,3500;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,5972;279,3112;8,1000;1,3861;-0,0599;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0749;-0,1400;1,2400;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,6111;279,3112;8,1000;1,1876;-0,0598;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0748;-0,1200;1,0700;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,6250;279,3134;8,1000;0,9971;-0,0597;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0746;-0,0900;0,9000;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,6389;279,3446;8,1000;0,8288;-0,0596;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0745;-0,0800;0,7500;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,6528;279,3759;8,1000;0,7952;-0,0595;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0744;-0,0600;0,7300;1;0,0002;0,0000;0;1;1;4;0;0,0000
6;HapticsFixed;1;0,6666;279,4071;8,1000;0,6541;-0,0594;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0743;-0,0400;0,6100;1;0,0001;0,0000;0;1;1;4;0;0,0000
