participant_id;trial_condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskIsTarget;SecTaskPressed
11;Baseline;1;0,0000;278,0903;8,4000;1,9125;0,0406;0,0000;0,0000;0,0000;0,0000;0,0000;0,0508;1,7400;3,6500;1;0,0001;0,0000;0;1;1;0;0;0
11;Baseline;1;0,0139;278,1227;8,4000;1,8593;0,0418;0,0000;0,0000;0,0000;0,0000;0,0000;0,0522;1,7800;3,6400;1;0,0001;0,0000;0;1;1;0;0;0
11;Baseline;1;0,0278;278,1551;8,4000;1,8210;0,0429;0,0000;0,0000;0,0000;0,0000;0,0000;0,0536;1,8200;3,6400;1;0,0001;0,0000;0;1;1;0;0;0
11;Baseline;1;0,0417;278,4088;8,4000;1,7902;0,0440;0,0000;0,0000;0,0000;0,0000;0,0000;0,0550;1,8600;3,6500;1;0,0000;0,0000;0;1;1;0;0;0
11;Baseline;1;0,0556;278,4088;8,4000;1,7538;0,0452;0,0000;0,0000;0,0000;0,0000;0,0000;0,0564;1,9000;3,6500;1;0,0000;0,0000;0;1;1;0;0;0
11;Baseline;1;0,0695;278,4088;8,4000;1,7264;0,0463;0,0000;0,0000;0,0000;0,0000;0,0000;0,0579;1,9400;3,6600;1;0,0000;0,0000;0;1;1;0;0;0
11;Baseline;1;0,0834;278,4088;8,4000;1,6810;0,0475;0,0000;0,0000;0,0000;0,0000;0,0000;0,0594;1,9700;3,6500;1;0,0000;0,0000;0;1;1;0;0;0
11;Baseline;1;0,0973;278,4088;8,4000;1,6385;0,0487;0,0000;0,0000;0,0000;0,0000;0,0000;0,0608;2,0100;3,6500;1;0,0000;0,0000;0;1;1;0;0;0
11;Baseline;1;0,1111;278,4088;8,4000;1,6085;0,0499;0,0000;0,0000;0,0000;0,0000;0,0000;0,0623;2,0400;3,6500;1;0,0000;0,0000;0;1;1;0;0;0
11;Baseline;1;0,1250;278,4088;8,4000;1,5812;0,0511;0,0000;0,0000;0,0000;0,0000;0,0000;0,0638;2,0800;3,6600;1;0,0000;0,0000;0;1;1;0;0;0
11;Baseline;1;0,1389;278,4141;8,4000;1,5577;0,0523;0,0000;0,0000;0,0000;0,0000;0,0000;0,0653;2,1100;3,6700;1;0,0000;0,0000;0;1;1;0;0;0
11;Baseline;1;0,1528;278,4465;8,4000;1,5297;0,0535;0,0000;0,0000;0,0000;0,0000;0,0000;0,0669;2,1500;3,6800;1;0,0001;0,0000;0;1;1;0;0;0
11;Baseline;1;0,1667;278,4788;8,4000;1,5003;0,0547;0,0000;0,0000;0,0000;0,0000;0,0000;0,0684;2,1800;3,6800;1;0,0002;0,0000;0;1;1;0;0;0
11;Baseline;1;0,1806;278,5112;8,4000;1,4692;0,0560;0,0000;0,0000;0,0000;0,0000;0,0000;0,0699;2,2100;3,6800;1;0,0003;0,0000;0;1;1;0;0;0
11;Baseline;1;0,1945;278,5436;8,4000;1,4340;0,0572;0,0000;0,0000;0,0000;0,0000;0,0000;0,0715;2,2400;3,6800;1;0,0004;0,0000;0;1;1;0;0;0
11;Baseline;1;0,2084;278,5759;8,4000;1,3960;0,0585;0,0000;0,0000;0,0000;0,0000;0,0000;0,0731;2,2700;3,6700;1;0,0005;0,0000;0;1;1;0;0;0
11;Baseline;1;0,2223;278,6083;8,4000;1,3630;0,0597;0,0000;0,0000;0,0000;0,0000;0,0000;0,0747;2,3000;3,6700;1;0,0006;0,0000;0;1;1;0;0;0
