participant_id;trial_condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskPressed;SecTaskIsTarget
9;HapticsFixed;1;0,0000;260,6377;5,7000;0,0972;0,0025;0,0000;0,0000;0,0000;0,0000;0,0000;0,0032;0,2200;0,3200;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,0139;260,6377;5,7000;0,0452;0,0026;0,0000;0,0000;0,0000;0,0000;0,0000;0,0033;0,2200;0,2700;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,0278;260,6377;5,7000;0,0009;0,0027;0,0000;0,0000;0,0000;0,0000;0,0000;0,0034;0,2200;0,2200;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,0417;260,6377;5,7000;-0,0513;0,0028;0,0000;0,0000;0,0000;0,0000;0,0000;0,0035;0,2200;0,1700;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,0556;260,6377;5,7000;-0,1014;0,0029;0,0000;0,0000;0,0000;0,0000;0,0000;0,0036;0,2200;0,1200;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,0695;260,6377;5,7000;-0,1635;0,0029;0,0000;0,0000;0,0000;0,0000;0,0000;0,0036;0,2200;0,0500;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,0833;260,6377;5,7000;-0,2172;0,0030;0,0000;0,0000;0,0000;0,0000;0,0000;0,0037;0,2200;0,0000;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,0972;260,6377;5,7000;-0,2606;0,0030;0,0000;0,0000;0,0000;0,0000;0,0000;0,0038;0,2100;-0,0500;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,1111;260,6377;5,7000;-0,3201;0,0031;0,0000;0,0000;0,0000;0,0000;0,0000;0,0038;0,2100;-0,1100;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,1250;260,3950;5,7000;-0,3639;0,0031;0,0000;0,0000;0,0000;0,0000;0,0000;0,0039;0,2000;-0,1600;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,1389;260,3730;5,7000;-0,3952;0,0031;0,0000;0,0000;0,0000;0,0000;0,0000;0,0039;0,2000;-0,2000;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,1528;260,3510;5,7000;-0,4159;0,0031;0,0000;0,0000;0,0000;0,0000;0,0000;0,0039;0,1900;-0,2200;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,1667;260,3290;5,7000;-0,4298;0,0032;0,0000;0,0000;0,0000;0,0000;0,0000;0,0039;0,1900;-0,2400;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,1806;260,3070;5,7000;-0,4381;0,0032;0,0000;0,0000;0,0000;0,0000;0,0000;0,0040;0,1800;-0,2600;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,1945;260,2850;5,7000;-0,4406;0,0032;0,0000;0,0000;0,0000;0,0000;0,0000;0,0040;0,1700;-0,2700;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,2083;260,2630;5,7000;-0,4355;0,0032;0,0000;0,0000;0,0000;0,0000;0,0000;0,0040;0,1700;-0,2700;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,2222;260,2411;5,7000;-0,4223;0,0032;0,0000;0,0000;0,0000;0,0000;0,0000;0,0040;0,1600;-0,2600;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,2361;260,2191;5,7000;-0,4041;0,0033;0,0000;0,0000;0,0000;0,0000;0,0000;0,0041;0,1600;-0,2500;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,2500;260,1971;5,7000;-0,3797;0,0033;0,0000;0,0000;0,0000;0,0000;0,0000;0,0041;0,1500;-0,2300;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,2639;260,1814;5,7000;-0,3441;0,0033;0,0000;0,0000;0,0000;0,0000;0,0000;0,0041;0,1500;-0,2000;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,2778;260,1814;5,7000;-0,3147;0,0033;0,0000;0,0000;0,0000;0,0000;0,0000;0,0042;0,1400;-0,1700;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,2917;260,1814;5,7000;-0,2908;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0042;0,1400;-0,1500;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,3056;260,1814;5,7000;-0,2686;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0042;0,1400;-0,1300;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,3195;260,1814;5,7000;-0,2586;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0042;0,1300;-0,1300;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,3333;260,1814;5,7000;-0,2543;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,1300;-0,1200;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,3472;260,1814;5,7000;-0,2649;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,1300;-0,1400;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,3611;260,1814;5,7000;-0,2940;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,1200;-0,1700;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,3750;260,1814;5,8000;-0,3465;0,0035;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,1200;-0,2300;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,3889;260,1814;5,8000;-0,4042;0,0035;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,1100;-0,2900;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,4028;260,1814;5,8000;-0,4455;0,0035;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,1100;-0,3400;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,4167;259,9320;5,8000;-0,4986;0,0035;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,1000;-0,4000;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,4306;259,9097;5,8000;-0,5534;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,0900;-0,4600;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,4445;259,8873;5,8000;-0,6199;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0043;0,0800;-0,5400;1;0,0000;0,0000;0;1;1;4;0;0,0000
9;HapticsFixed;1;0,4583;259,8649;5,8000;-0,6789;0,0034;0,0000;0,0000;0,0000;0,0000;0,0000;0,0042;0,0700;-0,6000;1;0,0000;0,0000;0;1;1;4;0;0,0000
