participant_id;trial_condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;CTE_Norm;Haptic_L_Norm;Haptic_R_Norm;LkaPIDError;LkaNormEffort;LkaNormCTE;CTE_Meters;B_HeadingError_Deg;W_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;TrackRadius_Meters;LKA_Engaged;LKA_Switch;MotorDir;SecTaskNum;SecTaskIsTarget;SecTaskPressed
6;Baseline;3;0,0000;278,0895;5,6000;-0,6002;0,0638;0,0000;0,0000;0,0000;0,0000;0,0000;0,0797;2,0700;1,4700;1;0,0001;0,0000;0;1;1;0;0;0
6;Baseline;3;0,0139;278,1111;5,6000;-0,6752;0,0643;0,0000;0,0000;0,0000;0,0000;0,0000;0,0804;2,0600;1,3800;1;0,0001;0,0000;0;1;1;0;0;0
6;Baseline;3;0,0278;278,1327;5,5000;-0,7443;0,0648;0,0000;0,0000;0,0000;0,0000;0,0000;0,0811;2,0500;1,3000;1;0,0001;0,0000;0;1;1;0;0;0
6;Baseline;3;0,0417;278,1539;5,5000;-0,8732;0,0653;0,0000;0,0000;0,0000;0,0000;0,0000;0,0817;2,0300;1,1600;1;0,0001;0,0000;0;1;1;0;0;0
6;Baseline;3;0,0556;278,1751;5,5000;-0,8992;0,0658;0,0000;0,0000;0,0000;0,0000;0,0000;0,0823;2,0200;1,1200;1;0,0000;0,0000;0;1;1;0;0;0
6;Baseline;3;0,0695;278,4088;5,5000;-1,0261;0,0663;0,0000;0,0000;0,0000;0,0000;0,0000;0,0829;2,0100;0,9800;1;0,0000;0,0000;0;1;1;0;0;0
6;Baseline;3;0,0834;278,4088;5,5000;-1,3466;0,0667;0,0000;0,0000;0,0000;0,0000;0,0000;0,0834;1,9900;0,6400;1;0,0000;0,0000;0;1;1;0;0;0
6;Baseline;3;0,0973;278,4088;5,5000;-1,5230;0,0672;0,0000;0,0000;0,0000;0,0000;0,0000;0,0839;1,9700;0,4500;1;0,0000;0,0000;0;1;1;0;0;0
6;Baseline;3;0,1112;278,4088;5,5000;-1,6663;0,0675;0,0000;0,0000;0,0000;0,0000;0,0000;0,0844;1,9500;0,2800;1;0,0000;0,0000;0;1;1;0;0;0
6;Baseline;3;0,1250;278,4088;5,5000;-1,6950;0,0679;0,0000;0,0000;0,0000;0,0000;0,0000;0,0849;1,9200;0,2300;1;0,0000;0,0000;0;1;1;0;0;0
6;Baseline;3;0,1389;278,4088;5,5000;-1,9035;0,0682;0,0000;0,0000;0,0000;0,0000;0,0000;0,0853;1,9000;0,0000;1;0,0000;0,0000;0;1;1;0;0;0
