# Study: LKA_Haptics | Participant: 13 | Condition: HapticsAdaptiveCW | Init: 20260129_123730 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
participant_id;condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;Haptic_L_Norm;Haptic_R_Norm;LkaNormEffort;CTE_Meters;B_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;LKA_Engaged;LKA_Switch;SecTaskNum;SecTaskIsTarget;SecTaskPressed
13;HapticsAdaptiveCW;6;0,0;278,0932;6,3;0,5172;0,0;0,0;0,0;0,006;0,27;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,0139;278,1175;6,3;0,5166;0,0;0,0;0,0;0,0061;0,28;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,0278;278,1418;6,3;0,5156;0,0;0,0;0,0;0,0063;0,28;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,0417;278,1661;6,3;0,5124;0,0;0,0;0,0;0,0065;0,29;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,0555;278,4088;6,3;0,5112;0,0;0,0;0,0;0,0067;0,3;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,0694;278,4088;6,3;0,5112;0,0;0,0;0,0;0,0069;0,31;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,0833;278,4088;6,3;0,5117;0,0;0,0;0,0;0,0071;0,32;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,0972;278,4088;6,3;0,5107;0,0;0,0;0,0;0,0074;0,33;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,1111;278,4088;6,3;0,4903;0,0;0,0;0,0;0,0076;0,34;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,125;278,4088;5,9;0,4765;0,0;0,0;0,0;0,0078;0,34;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,1389;278,4088;5,9;0,461;0,0;0,0;0,0;0,008;0,35;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,1528;278,4088;5,9;0,4461;0,0;0,0;0,0;0,0082;0,36;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,1667;278,4088;5,9;0,432;0,0;0,0;0,0;0,0084;0,37;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,1805;278,4088;5,9;0,4204;0,0;0,0;0,0;0,0086;0,37;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,1944;278,4258;5,9;0,4123;0,0;0,0;0,0;0,0088;0,38;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,2083;278,4485;5,9;0,4057;0,0;0,0;0,0;0,009;0,39;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,2222;278,4713;5,9;0,4072;0,0;0,0;0,0;0,0092;0,39;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,2361;278,494;5,9;0,4166;0,0;0,0;0,0;0,0094;0,4;1;0,0003;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,25;278,5168;5,9;0,4356;0,0;0,0;0,0;0,0096;0,41;1;0,0004;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,2639;278,5396;5,9;0,4577;0,0;0,0;0,0;0,0098;0,41;1;0,0004;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,2778;278,5623;5,9;0,4799;0,0;0,0;0,0;0,0101;0,42;1;0,0005;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,2917;278,5851;5,9;0,5003;0,0;0,0;0,0;0,0103;0,43;1;0,0006;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,3055;278,6078;5,9;0,5227;0,0;0,0;0,0;0,0106;0,44;1;0,0006;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,3194;278,6306;5,9;0,5447;0,0;0,0;0,0;0,0108;0,45;1;0,0007;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,3333;278,8654;5,9;0,5718;0,0;0,0;0,0;0,0111;0,46;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,3472;278,8654;5,9;0,5921;0,0;0,0;0,0;0,0113;0,47;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,3611;278,8654;5,9;0,611;0,0;0,0;0,0;0,0116;0,48;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,375;278,8654;5,9;0,6168;0,0;0,0;0,0;0,0119;0,49;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,3889;278,8654;5,9;0,6194;0,0;0,0;0,0;0,0122;0,5;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,4028;278,8654;5,9;0,6179;0,0;0,0;0,0;0,0124;0,51;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,4167;278,8654;5,9;0,6116;0,0;0,0;0,0;0,0127;0,52;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,4305;278,8654;5,9;0,5957;0,0;0,0;0,0;0,013;0,53;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,4444;278,8654;5,9;0,5724;0,0;0,0;0,0;0,0133;0,54;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,4583;278,8654;5,9;0,5489;0,0;0,0;0,0;0,0136;0,54;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,4722;278,881;5,9;0,5213;0,0;0,0;0,0;0,0139;0,55;1;0,0014;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,4861;278,9037;5,9;0,5017;0,0;0,0;0,0;0,0142;0,56;1;0,0013;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,5;278,9265;5,9;0,4909;0,0;0,0;0,0;0,0145;0,57;1;0,0012;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,5139;278,9492;5,9;0,4866;0,0;0,0;0,0;0,0148;0,58;1;0,0012;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,5278;278,972;5,9;0,4989;0,0;0,0;0,0;0,0151;0,58;1;0,0011;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,5417;278,9948;5,9;0,5242;0,0;0,0;0,0;0,0154;0,59;1;0,0011;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,5555;279,0175;5,9;0,5713;0,0;0,0;0,0;0,0157;0,6;1;0,001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,5694;279,0403;5,9;0,6258;0,0;0,0;0,0;0,016;0,61;1;0,0009;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,5833;279,063;5,9;0,6816;0,0;0,0;0,0;0,0164;0,62;1;0,0009;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,5972;279,0858;5,9;0,74;0,0;0,0;0,0;0,0167;0,63;1;0,0008;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,6111;279,3112;5,9;0,8276;0,0;0,0;0,0;0,0171;0,65;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,625;279,3112;6,0;0,9025;0,0;0,0;0,0;0,0175;0,66;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,6389;279,3112;6,0;1,0012;0,0;0,0;0,0;0,0179;0,68;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,6528;279,3112;6,0;1,0711;0,0;0,0;0,0;0,0183;0,69;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,6667;279,3112;6,0;1,1226;0,0;0,0;0,0;0,0188;0,71;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,6805;279,3112;6,0;1,1705;0,0;0,0;0,0;0,0192;0,73;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,6944;279,3112;6,0;1,2231;0,0;0,0;0,0;0,0197;0,75;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,7083;279,3112;6,0;1,2337;0,0;0,0;0,0;0,0202;0,77;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,7222;279,3112;6,0;1,2766;0,0;0,0;0,0;0,0207;0,79;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,7361;279,3164;6,0;1,3245;0,0;0,0;0,0;0,0212;0,81;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,75;279,3396;6,0;1,3662;0,0;0,0;0,0;0,0218;0,83;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,7639;279,3627;6,0;1,4105;0,0;0,0;0,0;0,0223;0,86;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,7778;279,3859;6,0;1,4455;0,0;0,0;0,0;0,0229;0,88;1;0,0002;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,7917;279,409;6,0;1,4772;0,0;0,0;0,0;0,0235;0,9;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,8055;279,4322;6,0;1,5012;0,0;0,0;0,0;0,0241;0,93;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,8194;279,4553;6,0;1,5239;0,0;0,0;0,0;0,0247;0,95;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,8333;279,4784;6,0;1,544;0,0;0,0;0,0;0,0253;0,97;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,8472;279,5016;6,0;1,5526;0,0;0,0;0,0;0,0259;1,0;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,8611;279,5247;6,0;1,5532;0,0;0,0;0,0;0,0266;1,02;1;0,0001;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,875;279,7672;6,0;1,5434;0,0;0,0;0,0;0,0272;1,05;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,8889;279,7672;6,0;1,5278;0,0;0,0;0,0;0,0279;1,07;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,9028;279,7672;6,0;1,5247;0,0;0,0;0,0;0,0285;1,1;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,9167;279,7672;6,0;1,5174;0,0;0,0;0,0;0,0292;1,12;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,9305;279,7672;6,0;1,5079;0,0;0,0;0,0;0,0299;1,14;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,9444;279,7672;6,0;1,4945;0,0;0,0;0,0;0,0306;1,17;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,9583;279,7672;6,0;1,482;0,0;0,0;0,0;0,0313;1,19;1;0,0;0;1;7;0;0
13;HapticsAdaptiveCW;6;0,9722;279,7672;6,0;1,47;0,0;0,0;0,0;0,032;1,21;1;0,0;0;1;7;0;0
