# Study: LKA_Haptics | Participant: 13 | Condition: HapticsFixedCW | Init: 20260129_121444 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
participant_id;condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;Haptic_L_Norm;Haptic_R_Norm;LkaNormEffort;CTE_Meters;B_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;LKA_Engaged;LKA_Switch;SecTaskNum;SecTaskIsTarget;SecTaskPressed
13;HapticsFixedCW;3;0,0;278,0912;3,7;1,7906;0,0;0,0;0,0;0,0142;0,85;1;0,0001;0;1;4;0;0
13;HapticsFixedCW;3;0,0139;278,1055;3,7;1,8059;0,0;0,0;0,0;0,0146;0,87;1;0,0001;0;1;4;0;0
13;HapticsFixedCW;3;0,0278;278,1198;3,7;1,8185;0,0;0,0;0,0;0,015;0,89;1;0,0001;0;1;4;0;0
13;HapticsFixedCW;3;0,0417;278,134;3,7;1,8358;0,0;0,0;0,0;0,0154;0,9;1;0,0001;0;1;4;0;0
13;HapticsFixedCW;3;0,0556;278,1483;3,7;1,8737;0,0;0,0;0,0;0,0158;0,92;1;0,0001;0;1;4;0;0
13;HapticsFixedCW;3;0,0695;278,1625;3,7;1,9541;0,0;0,0;0,0;0,0162;0,94;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,0834;278,1768;3,7;1,9702;0,0;0,0;0,0;0,0166;0,96;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,0972;278,4088;3,7;2,0815;0,0;0,0;0,0;0,0171;0,98;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,1111;278,4088;3,7;2,2147;0,0;0,0;0,0;0,0175;1,0;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,125;278,4088;3,7;2,4405;0,0;0,0;0,0;0,018;1,03;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,1389;278,4088;3,7;2,6087;0,0;0,0;0,0;0,0185;1,05;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,1528;278,4088;3,7;2,7708;0,0;0,0;0,0;0,019;1,08;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,1667;278,4088;3,7;2,853;0,0;0,0;0,0;0,0195;1,11;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,1806;278,4088;3,7;2,9462;0,0;0,0;0,0;0,0201;1,13;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,1945;278,4088;3,7;2,9649;0,0;0,0;0,0;0,0207;1,16;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,2084;278,4088;3,7;3,0907;0,0;0,0;0,0;0,0212;1,19;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,2222;278,4088;3,7;3,1712;0,0;0,0;0,0;0,0218;1,22;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,2361;278,4088;3,7;3,2136;0,0;0,0;0,0;0,0224;1,26;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,25;278,4088;3,7;3,2395;0,0;0,0;0,0;0,0231;1,29;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,2639;278,4088;3,7;3,2535;0,0;0,0;0,0;0,0237;1,32;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,2778;278,4088;3,7;3,2683;0,0;0,0;0,0;0,0244;1,35;1;0,0;0;1;4;0;0
13;HapticsFixedCW;3;0,2917;278,4088;3,7;3,2766;0,0;0,0;0,0;0,025;1,38;1;0,0;0;1;4;0;0
