# Study: LKA_Haptics | Participant: 6 | Condition: HapticsAdaptiveCC | Init: 20260128_135515 | Roadwidth_halfmeters: 1.25 | LKA_deadzone: 0.4 | Min_Vib_Pecentage: 0.2 | Max_Vib_Percentage: 0.4
participant_id;condition;trial_order;Timestamp;Trackposition;Speed_KmH;SteerAngle;Haptic_L_Norm;Haptic_R_Norm;LkaNormEffort;CTE_Meters;B_HeadingError_Deg;IsOnStraight;TrackCurvature_1/Meters;LKA_Engaged;LKA_Switch;SecTaskNum;SecTaskIsTarget;SecTaskPressed
6;HapticsAdaptiveCC;5;0,0;260,6377;6,5;-2,8977;0,0;0,0;0,0;0,1881;4,41;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,0139;260,6377;6,5;-2,6931;0,0;0,0;0,0;0,1895;4,36;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,0278;260,6377;6,5;-2,4645;0,0;0,0;0,0;0,191;4,32;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,0416;260,6377;6,5;-2,251;0,0;0,0;0,0;0,1926;4,28;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,0555;260,6377;6,5;-2,0379;0,0;0,0;0,0;0,1941;4,25;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,0694;260,6377;6,5;-1,7961;0,0;0,0;0,0;0,1957;4,22;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,0833;260,6377;6,5;-1,5882;0,0;0,0;0,0;0,1973;4,2;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,0972;260,6377;6,5;-1,3964;0,0;0,0;0,0;0,1989;4,17;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,1111;260,6377;6,5;-1,2943;0,0;0,0;0,0;0,2005;4,15;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,125;260,397;6,5;-1,2741;0,0;0,0;0,0;0,2021;4,13;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,1389;260,3719;6,5;-1,303;0,0;0,0;0,0;0,2037;4,11;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,1528;260,3469;6,5;-1,3026;0,0;0,0;0,0;0,2053;4,09;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,1666;260,3219;6,5;-1,3181;0,0;0,0;0,0;0,2069;4,07;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,1805;260,2969;6,5;-1,3191;0,0;0,0;0,0;0,2084;4,04;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,1944;260,2718;6,5;-1,3193;0,0;0,0;0,0;0,21;4,02;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,2083;260,2468;6,5;-1,3205;0,0;0,0;0,0;0,2115;4,0;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,2222;260,2217;6,5;-1,4217;0,0;0,0;0,0;0,2131;3,98;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,2361;260,1967;6,5;-1,5472;0,0;0,0;0,0;0,2146;3,95;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,25;260,1814;6,5;-1,6236;0,0;0,0;0,0;0,216;3,93;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,2639;260,1814;6,5;-1,701;0,0;0,0;0,0;0,2175;3,9;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,2778;260,1814;6,5;-1,7167;0,0;0,0;0,0;0,2189;3,87;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,2916;260,1814;6,5;-1,7453;0,0;0,0;0,0;0,2203;3,84;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,3055;260,1814;6,5;-1,8019;0,0;0,0;0,0;0,2217;3,81;1;0,0;0;1;4;0;0
6;HapticsAdaptiveCC;5;0,3194;260,1814;6,5;-1,8468;0,0;0,0;0,0;0,2231;3,78;1;0,0;0;1;4;0;0
